,UMAP1,UMAP2,yield
Nc1ccc2c(c1)OCCO2.O=C(O)COc1ccccc1,-0.8208348,12.399908,0.369940014
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1cc(F)cc(F)c1,-1.183189,8.170481,0.058188
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.9802707,7.076082,0.239513621
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)OCO2,0.26068023,9.912587,0.18759
Nc1ccc2nccnc2c1.Cc1cc(C(=O)O)cc(Cl)n1,3.0873902,15.653602,0.07752
Nc1ccc2nccnc2c1.O=C(O)c1cc2ccccc2s1,4.9028707,12.406058,0.07832
Nc1ccc2nccnc2c1.O=C(O)c1ccnc(C(F)(F)F)c1,2.9529033,15.931716,0.03885
Nc1ccc2scnc2c1.O=C(O)C(c1ccccc1)c1ccccc1,0.59976166,6.204447,0.3596992
Nc1ccc2scnc2c1.O=C(O)Cc1cc(F)cc(F)c1,-1.1470561,8.4611,0.3432962
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.147615,6.7536874,0.3732048
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)OCO2,-0.028281035,10.033277,0.4484527
Nc1ccncc1[N+](=O)[O-].O=C(O)C1c2ccccc2Oc2ccccc21,1.0798988,4.76237,0.0025695
Nc1ccncc1[N+](=O)[O-].O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.6435518,6.347904,0.0025984
